,Brand Name,Specific Bar Origin,REF,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Bean Origin
307,Cacao Prieto, rustic,647,2011,65%,U.S.A.,3.25,Trinitario,Dominican Republic
308,Cacao Sampaka,Mahali,1908,2016,70%,Spain,3.5,Criollo,Congo
309,Cacao Sampaka,Madagascar,508,2010,71%,Spain,3.5,Trinitario,Madagascar
310,Cacao Sampaka,Ecuador,523,2010,71%,Spain,3.75,Forastero (Arriba),Ecuador
311,Cacao Sampaka,Papua,523,2010,71%,Spain,4.0,Trinitario,Papua New Guinea
312,Cacao Sampaka,Grenada,537,2010,71%,Spain,3.25,Trinitario,Grenada
313,Cacao Sampaka,Venezuela,537,2010,71%,Spain,3.5,Criollo,Venezuela
314,Cacao Sampaka,Venezuela,537,2010,77%,Spain,3.5,Criollo,Venezuela
315,Cacao Sampaka,Porcelana,336,2009,70%,Spain,4.0,Criollo,Mexico
316,Cacao Sampaka,Xoconusco,346,2009,70%,Spain,4.0,Criollo,Mexico
317,Cacao Store,Madagascar,1684,2015,70%,Japan,3.0,Trinitario,Madagascar
318,Cacao Store,Peru,1684,2015,70%,Japan,3.25,Criollo,Peru
319,Cacao Store,Vietnam,1684,2015,70%,Japan,3.5,Trinitario,Vietnam
320,Cacaosuyo,Piura,1173,2013,70%,Peru,3.25,Criollo,Peru
321,Cacaoyere,Amazonia,237,2008,63%,Ecuador,3.5,Forastero (Arriba),Ecuador
322,Cacaoyere,Esmeraldas,237,2008,71%,Ecuador,3.5,Forastero (Arriba),Ecuador
323,Cacaoyere,Bolivar,245,2008,82%,Ecuador,2.5,Forastero (Arriba),Ecuador
324,Cacaoyere,Pichincha,259,2008,91%,Ecuador,1.5,Forastero (Arriba),Ecuador
325,Callebaut,Grenade,296,2008,60%,Belgium,2.75,Trinitario,Grenada
326,Callebaut,Baking,141,2007,70%,Belgium,1.0,Forastero (Arriba),Ecuador
327,C-Amaro,Cuba,1442,2014,75%,Italy,2.5,Trinitario,Cuba
328,C-Amaro,Dominican Republic,1442,2014,72%,Italy,3.0,Trinitario,Dominican Republic
330,C-Amaro,Ecuador,1185,2013,100%,Italy,3.5,Forastero (Arriba),Ecuador
331,C-Amaro,Venezuela,809,2012,80%,Italy,3.0,Criollo,Venezuela
332,C-Amaro,Sao Tome,749,2011,78%,Italy,2.25,Forastero,Sao Tome
333,C-Amaro,Trinidad,765,2011,70%,Italy,2.5,Trinitario,Trinidad
334,Cao,Porcelana,1804,2016,75%,U.S.A.,2.5,Criollo,Venezuela
335,Cao,Tanzania,1804,2016,73%,U.S.A.,2.75,Trinitario,Tanzania
336,Cao,Porcelana,1804,2016,70%,U.S.A.,3.0,Criollo,Venezuela
337,Cao,Bolivia,1808,2016,75%,U.S.A.,3.0,Trinitario,Bolivia
338,Cao,Brazil,1808,2016,70%,U.S.A.,3.25,Trinitario,Brazil
339,Caoni,Esmeraldas,237,2008,77%,Ecuador,2.0,Forastero (Arriba),Ecuador
340,Caoni,Manabi,237,2008,77%,Ecuador,2.5,Forastero (Arriba),Ecuador
341,Caoni,Los Rios,245,2008,77%,Ecuador,2.75,Forastero (Arriba),Ecuador
342,Caoni,Manabi,266,2008,55%,Ecuador,3.0,Forastero (Arriba),Ecuador
343,Caoni,Los Rios,269,2008,55%,Ecuador,3.25,Forastero (Arriba),Ecuador
344,Caoni,Esmeraldas,269,2008,55%,Ecuador,3.5,Forastero (Arriba),Ecuador
345,Captain Pembleton,Saidor Estate,1263,2014,70%,New Zealand,3.5,Trinitario,Papua New Guinea
346,Captain Pembleton,Kulili Estate,1263,2014,70%,New Zealand,3.75,Trinitario,Papua New Guinea
347,Caribeans,Antigua,1582,2015,72%,Costa Rica,3.5,Trinitario,Guatemala
348,Caribeans,Talamanca,1586,2015,72%,Costa Rica,3.25,Trinitario,Costa Rica
349,Caribeans,Anselmo Paraiso Estate,1586,2015,72%,Costa Rica,3.5,Trinitario,Costa Rica
350,Caribeans,Costa Rica,841,2012,72%,Costa Rica,3.0,Forastero,Costa Rica
351,Caribeans,Costa Rica,845,2012,80%,Costa Rica,2.75,Forastero,Costa Rica
352,Carlotta Chocolat,Arauca,1884,2016,65%,Colombia,3.0,Trinitario,Colombia
353,Carlotta Chocolat,Tumaco,1888,2016,65%,Colombia,3.25,Trinitario,Colombia
354,Carlotta Chocolat,Cordoba,1888,2016,65%,Colombia,3.25,Trinitario,Colombia
355,Carlotta Chocolat,Huila,1888,2016,65%,Colombia,3.5,Trinitario,Colombia
356,Carlotta Chocolat,Cesar,1888,2016,65%,Colombia,3.5,CCN51,Colombia
357,Castronovo,Maya Mtn,1724,2016,72%,U.S.A.,4.0,Trinitario,Belize
358,Castronovo,the lost city,1570,2015,72%,U.S.A.,3.5,Trinitario,Honduras
359,Castronovo,Duarte,1570,2015,70%,U.S.A.,3.75,"Criollo, Trinitario",Dominican Republic
360,Castronovo,Piaroa,1574,2015,72%,U.S.A.,3.5,Criollo,Venezuela
361,Castronovo,Sierra Nevada,1347,2014,72%,U.S.A.,3.5,"Criollo, Trinitario",Colombia
362,Castronovo,Arauca,1371,2014,76%,U.S.A.,3.5,"Criollo, Trinitario",Colombia
363,Castronovo,Elvesia P.,1407,2014,70%,U.S.A.,2.75,Trinitario,Dominican Republic
364,Castronovo,Bolivia,1101,2013,70%,U.S.A.,3.0,Trinitario,Bolivia
365,Castronovo,Conacado,1101,2013,73%,U.S.A.,3.5,Trinitario,Dominican Republic
366,Castronovo,San Martin,1105,2013,70%,U.S.A.,2.5,Criollo,Peru
367,Castronovo,Guaniamo,1105,2013,70%,U.S.A.,3.25,Criollo,Venezuela
368,Castronovo,Nicaragua,1109,2013,72%,U.S.A.,3.25,Trinitario,Nicaragua
369,Castronovo,Tumbes,1153,2013,70%,U.S.A.,2.75,Criollo,Peru
370,Castronovo,Guaniamo,1153,2013,72%,U.S.A.,3.0,Criollo,Venezuela
371,Cello,Ecuador,1247,2014,70%,U.S.A.,2.5,Forastero (Arriba),Ecuador
372,Cello,Peru,1247,2014,70%,U.S.A.,2.75,Criollo,Peru
373,Cello,Venezuela,1251,2014,70%,U.S.A.,2.75,Criollo,Venezuela
374,Cello,Bolivia,1251,2014,70%,U.S.A.,3.0,Trinitario,Bolivia
375,Cemoi,Equateur,404,2009,72%,France,2.75,Forastero (Arriba),Ecuador
376,Chaleur B,Uganda,1426,2014,70%,Canada,2.75,Forastero,Uganda
377,Charm School,Maya Mtn,1900,2016,70%,U.S.A.,3.25,Trinitario,Belize
378,Chchukululu,Arriba,486,2010,55%,Ecuador,2.75,Forastero (Arriba),Ecuador
379,Chchukululu,Los Rios,252,2008,75%,Ecuador,3.0,Forastero (Arriba),Ecuador
380,Chequessett,la Amistad,1235,2014,70%,U.S.A.,3.5,Trinitario,Costa Rica
382,Chocablog,Ecuador,1454,2015,70%,U.K.,3.25,Forastero (Arriba),Ecuador
383,Choco Del Sol,Maya Mountain w/ nibs,1407,2014,75%,Germany,3.0,Trinitario,Belize
384,Choco Del Sol,Maya Mountain,1407,2014,82%,Germany,3.25,Trinitario,Belize
385,Choco Dong,Mekong Delta,1696,2015,70%,South Korea,2.75,Trinitario,Vietnam
386,Choco Dong,Tawau,1696,2015,70%,South Korea,3.5,Trinitario,Malaysia
387,Chocolarder,Peru,1482,2015,65%,U.K.,2.5,Criollo,Peru
388,Chocolarder,Peru + nibs,1482,2015,65%,U.K.,2.75,Criollo,Peru
389,Chocolarder,Dominican Republic,1514,2015,80%,U.K.,2.5,Trinitario,Dominican Republic
390,Chocola'te,Madagascar,647,2011,70%,U.S.A.,3.75,Trinitario,Madagascar
391,Chocola'te,Venezuela,647,2011,68%,U.S.A.,3.75,Criollo,Venezuela
392,Chocolate Alchemist-Philly,Tumbes,1772,2016,90%,U.S.A.,2.5,Criollo,Peru
394,Chocolate Con Amor,Wild Bolivian,1760,2016,70%,U.S.A.,2.5,Criollo,Bolivia
395,Chocolate Con Amor,Uganda,1760,2016,70%,U.S.A.,2.75,Forastero,Uganda
396,Chocolate Con Amor,Dominican Republic,1764,2016,60%,U.S.A.,3.0,Trinitario,Dominican Republic
397,Chocolate Con Amor,Dominican Republic,1764,2016,75%,U.S.A.,3.0,Trinitario,Dominican Republic
398,Chocolate Con Amor,Ocumare,1764,2016,80%,U.S.A.,3.0,Criollo (Ocumare),Venezuela
399,Chocolate Con Amor,Ecuador,1764,2016,70%,U.S.A.,3.25,Forastero (Arriba),Ecuador
400,Chocolate Con Amor,Nicaragua,1768,2016,80%,U.S.A.,2.75,Trinitario,Nicaragua
401,Chocolate Conspiracy,Peru,1259,2014,74%,U.S.A.,2.75,Criollo,Peru
402,Chocolate Makers,Tres Hombres,1530,2015,75%,Amsterdam,3.25,Trinitario,Dominican Republic
403,Chocolate Makers, Gorilla bar,1530,2015,68%,Amsterdam,3.5,Forastero,Congo
404,Chocolate Makers, Awagum bar,1530,2015,80%,Amsterdam,3.75,Criollo,Peru
405,"Chocolate Tree, The",Maranon,1582,2015,69%,Scotland,3.75,Nacional,Peru
406,"Chocolate Tree, The",Carenero Superior,1582,2015,80%,Scotland,3.75,Trinitario,Venezuela
407,"Chocolate Tree, The",Peru,1121,2013,70%,Scotland,3.75,Nacional,Peru
408,"Chocolate Tree, The",Ecuador,919,2012,82%,Scotland,2.5,Forastero (Arriba),Ecuador
409,"Chocolate Tree, The",Peru,919,2012,68%,Scotland,2.75,Criollo,Peru
410,"Chocolate Tree, The",Madagascar,919,2012,72%,Scotland,3.25,Criollo,Madagascar
411,Chocolats Privilege,Xoconusco,1219,2014,70%,Canada,2.5,Criollo,Mexico
412,ChocoReko,Patanemo,1454,2015,77%,Japan,3.0,Criollo,Venezuela
413,Chocosol,Chiapas,682,2011,65%,Canada,3.25,Criollo,Mexico
414,Chocovic,Xoconusco,478,2010,71%,Spain,3.25,Criollo,Mexico
415,Chocovic,Sambirano,478,2010,71%,Spain,3.5,Trinitario,Madagascar
418,Chocovic,Ocumare,209,2008,71%,Spain,3.5,Criollo,Venezuela
419,Chocovic,Bolivar,117,2007,71%,Spain,2.5,Forastero (Arriba),Ecuador
420,Chocovic,Guyave,117,2007,71%,Spain,2.5,Trinitario,Grenada
422,Chocovivo,Tabasco,1522,2015,65%,U.S.A.,2.5,Trinitario,Mexico
423,Chocovivo,Tabasco,1522,2015,75%,U.S.A.,2.5,Trinitario,Mexico
424,Choklat,Ocumare,377,2009,80%,Canada,2.5,Criollo,Venezuela
425,Choklat,Porcelana,377,2009,70%,Canada,2.75,Criollo,Mexico
426,Choklat,Brazilian,377,2009,70%,Canada,3.0,Trinitario,Brazil
427,Choklat,Brazilian,377,2009,80%,Canada,3.0,Trinitario,Brazil
428,Choklat,Ocumare,377,2009,70%,Canada,3.0,Criollo,Venezuela
429,Chokolat Elot,Guadeloupe,1149,2013,42%,Martinique,2.75,Trinitario,Martinique
430,Choocsol,Chiapas,1832,2016,75%,Canada,3.25,Criollo,Mexico
431,Christopher Morel,Maranon Canyon,666,2011,68%,Canada,3.75,Nacional,Peru
432,Chuao Chocolatier,Choroni,445,2009,61%,U.S.A.,3.0,Criollo,Venezuela
433,Chuao Chocolatier,Chuao,486,2010,77%,U.S.A.,2.75,Trinitario,Venezuela
434,Claudio Corallo,Terreiro Velho P.,470,2010,73.5%,Sao Tome,3.75,Forastero,Sao Tome
435,Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,80%,Sao Tome,3.0,Forastero,Sao Tome
436,Claudio Corallo,Terreiro Velho P.,227,2008,75%,Sao Tome,4.0,Forastero,Sao Tome
437,Claudio Corallo,Principe,252,2008,100%,Sao Tome,1.0,Forastero,Sao Tome
438,Cloudforest,Camino Verde P.,1486,2015,73%,U.S.A.,3.5,Forastero (Arriba),Ecuador
439,Coleman & Davis,Sambirano,1646,2015,75%,U.S.A.,3.0,Trinitario,Madagascar
440,Compania de Chocolate,Sur del Lago,579,2010,70%,Argentina,3.25,Criollo,Venezuela
441,Compania de Chocolate,Carenero Superior,292,2008,80%,Argentina,2.75,Trinitario,Venezuela
442,Compania de Chocolate,Moxos,292,2008,72%,Argentina,3.25,Criollo,Bolivia
443,Compania de Chocolate,Ocumare,292,2008,70%,Argentina,3.75,Criollo,Venezuela
444,Compania de Chocolate,Esmeraldas,296,2008,88%,Argentina,2.75,Nacional,Ecuador
445,Condor,Camino Verde,1630,2015,76%,U.S.A.,3.5,Forastero (Arriba),Ecuador
446,Confluence,Tien Giang,1916,2016,78%,U.S.A.,2.75,Trinitario,Vietnam
447,Coppeneur, Puristique,1169,2013,65%,Germany,3.25,Nacional,Ecuador
448,Coppeneur,Ghana Puristique,813,2012,85%,Germany,3.5,Forastero,Ghana
449,Coppeneur,Ecuador Puristique,817,2012,100%,Germany,1.5,Nacional,Ecuador
450,Coppeneur,Uba Budo,821,2012,72%,Germany,3.75,Forastero,Sao Tome
451,Coppeneur,Madagascar,959,2012,70%,Germany,3.5,Trinitario,Madagascar
452,Coppeneur,Grenada,470,2010,72%,Germany,3.25,Trinitario,Grenada
453,Coppeneur,Chuao,478,2010,70%,Germany,3.0,Trinitario,Venezuela
454,Coppeneur,Los Rios,558,2010,72%,Germany,2.5,Nacional,Ecuador
455,Coppeneur,Trinidad,558,2010,72%,Germany,3.0,Trinitario,Trinidad
456,Coppeneur,Jamaica,558,2010,72%,Germany,3.25,Trinitario,Jamaica
457,Coppeneur,Ocumare 61,558,2010,72%,Germany,3.25,Criollo (Ocumare 61),Venezuela
458,Coppeneur,Porcelana,341,2009,72%,Germany,3.0,Criollo,Peru
459,Coppeneur,Porcelana,445,2009,62%,Germany,3.25,Criollo,Peru
460,Coppeneur,Chuao 100hr,451,2009,70%,Germany,3.5,"Criollo, Trinitario",Venezuela
461,Coppeneur,Chuao 70hr,451,2009,70%,Germany,3.75,"Criollo, Trinitario",Venezuela
462,Coppeneur,Porcelana,220,2008,72%,Germany,3.0,Criollo,Mexico
463,Coppeneur,Porcelana,220,2008,72%,Germany,3.0,Criollo (Porcelana),Venezuela
464,Coppeneur,Sambirano,196,2007,72%,Germany,3.0,Trinitario,Madagascar
466,Cravve,New Ireland,1283,2014,70%,Australia,2.5,Forastero,Papua New Guinea
467,Cravve, batch 2410,1335,2014,83%,Australia,2.75,Trinitario,Vanuatu
468,Cravve, batch a1,971,2012,75%,Australia,3.25,Forastero,Tanzania
469,Cravve,Bahia,975,2012,65%,Australia,3.25,Trinitario,Brazil
470,Cravve,Namau Village,975,2012,67%,Australia,3.25,Trinitario,Fiji
471,Cravve,Vanuatu,975,2012,64%,Australia,3.25,Trinitario,Vanuatu
472,Cravve,Djual Island,975,2012,75%,Australia,3.5,Forastero,Papua New Guinea
473,Creo,"""heirloom""",1736,2016,85%,U.S.A.,3.25,Nacional,Ecuador
474,Creo,"""heirloom""",1736,2016,73%,U.S.A.,3.75,Nacional,Ecuador
475,Daintree,Goodman Estate,1654,2015,70%,Australia,2.75,Trinitario,Australia
476,Daintree,Daintree Estates,785,2011,70%,Australia,3.25,Trinitario,Australia
477,Dalloway, batch 7,1928,2017,72%,U.S.A.,2.75,Trinitario,Dominican Republic
478,Damson,Robson Estate,1610,2015,70%,U.K.,3.0,Trinitario,Trinidad
479,Damson,Los Rios,1610,2015,70%,U.K.,3.5,Forastero (Arriba),Ecuador
480,Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,70%,U.K.,2.25,Trinitario,Grenada
481,Damson,O'Payo,1666,2015,70%,U.K.,2.75,Trinitario,Nicaragua
483,Dandelion,Maya Mtn.,1446,2015,70%,U.S.A.,3.0,Trinitario,Belize
484,Dandelion,Maya Mountain,1219,2014,70%,U.S.A.,3.5,Trinitario,Belize
485,Dandelion,Camino Verde P.,1295,2014,70%,U.S.A.,3.5,Forastero (Arriba),Ecuador
486,Dandelion,Buto,1303,2014,70%,U.S.A.,2.75,Trinitario,Liberia
487,Dandelion,San Francisco de Macoris,1387,2014,70%,U.S.A.,3.75,Trinitario,Dominican Republic
488,Dandelion,Cumboto,1026,2013,70%,U.S.A.,2.75,Criollo,Venezuela
489,Dandelion,Patanemo,1026,2013,70%,U.S.A.,3.25,Criollo,Venezuela
490,Dandelion,Mantuano,1085,2013,70%,U.S.A.,3.5,Criollo,Venezuela
491,Dandelion,Papua New Guinea,1153,2013,70%,U.S.A.,3.5,Trinitario,Papua New Guinea
492,Dandelion,Upala,805,2012,70%,U.S.A.,3.0,Trinitario,Costa Rica
493,Dandelion,Colombian,805,2012,70%,U.S.A.,3.25,Trinitario,Colombia
494,Dandelion,Elvesia,915,2012,70%,U.S.A.,3.75,Trinitario,Dominican Republic
495,Dandelion,Dominican Republic,654,2011,70%,U.S.A.,3.25,Trinitario,Dominican Republic
496,Dandelion,Madagascar,654,2011,70%,U.S.A.,3.25,Trinitario,Madagascar
497,Dandelion,Tanzania,654,2011,70%,U.S.A.,3.25,Trinitario,Tanzania
498,Danta,Los Ujuxtes,1223,2014,82%,Guatemala,3.25,Trinitario,Guatemala
499,Danta,Chuao,987,2012,75%,Guatemala,3.0,Trinitario,Venezuela
500,Danta,Los Ujuxtes,987,2012,70%,Guatemala,3.75,Trinitario,Guatemala
501,Danta,Sambirano,987,2012,70%,Guatemala,3.75,Trinitario,Madagascar
502,Danta,Las Acacias E.,987,2012,70%,Guatemala,4.0,Criollo,Guatemala
503,Danta,Oscuro,991,2012,70%,Guatemala,3.25,Trinitario,Guatemala
504,Danta,Los Ujuxtes,661,2011,60%,Guatemala,3.5,Trinitario,Guatemala
505,Danta,Las Acacias E.,423,2009,75%,Guatemala,3.0,Criollo,Guatemala
506,Danta,Las Acacias E.,423,2009,60%,Guatemala,3.25,Criollo,Guatemala
507,DAR, batch 122,1920,2016,72%,U.S.A.,2.75,Criollo,Venezuela
508,DAR,Vietnam,1920,2016,72%,U.S.A.,3.0,Trinitario,Vietnam
509,DAR,DUO,1920,2016,70%,U.S.A.,3.25,Trinitario,"Ecuador, Costa Rica"
510,Dark Forest,Bolivia,1708,2016,75%,U.S.A.,3.25,Trinitario,Bolivia
511,Dark Forest,Madagascar,1550,2015,70%,U.S.A.,3.0,Trinitario,Madagascar
512,Dark Forest,Ocumare,1550,2015,70%,U.S.A.,3.25,Criollo,Venezuela
513,Dark Forest,Tanzania,1554,2015,70%,U.S.A.,3.0,Trinitario,Tanzania
514,Dark Forest,Ecuador,1554,2015,70%,U.S.A.,3.25,Forastero (Arriba),Ecuador
515,Davis,Ghana,1093,2013,70%,U.S.A.,2.5,Forastero,Ghana
516,Davis,Rainforest,1093,2013,70%,U.S.A.,2.75,Trinitario,Dominican Republic
517,Davis,Venezuela,1093,2013,70%,U.S.A.,2.75,Criollo,Venezuela
518,Davis,West Africa,907,2012,58%,U.S.A.,3.25,Forastero,West Africa
519,De Mendes,Nativo,1462,2015,72%,Brazil,3.5,Trinitario,Brazil
520,De Mendes,Selvagem,1462,2015,65%,Brazil,3.5,Trinitario,Brazil
521,De Villiers,Bundibugyo District,1832,2016,70%,South Africa,2.5,Forastero,Uganda
522,De Villiers,Sambirano Valley,1832,2016,70%,South Africa,3.0,Trinitario,Madagascar
523,Dean and Deluca,Madagascar,170,2007,66%,U.S.A.,2.5,Trinitario,Madagascar
524,Dean and Deluca,Costa Rica,175,2007,64%,U.S.A.,3.0,Trinitario,Costa Rica
525,Dean and Deluca,Ecuador,175,2007,71%,U.S.A.,3.0,Forastero (Arriba),Ecuador
526,Dean and Deluca,Ghana,175,2007,60%,U.S.A.,3.0,Forastero,Ghana
527,Dean and Deluca,Papua New Guinea,180,2007,64%,U.S.A.,3.0,Trinitario,Papua New Guinea
528,Dean and Deluca,Peru,180,2007,64%,U.S.A.,3.0,Criollo,Peru
529,Debauve & Gallais,Papua New Guinea,423,2009,64%,France,3.0,Trinitario,Papua New Guinea
530,Debauve & Gallais,Venezuela,263,2008,66%,France,3.75,Criollo,Venezuela
531,Desbarres,Kilombero,1916,2016,72%,Canada,2.5,Trinitario,Tanzania
532,DeVries,Bolivian,241,2008,80%,U.S.A.,2.75,Criollo,Bolivia
533,DeVries,Costa Rica,166,2007,77%,U.S.A.,3.5,Trinitario,Costa Rica
534,DeVries,Dominican Republic,166,2007,77%,U.S.A.,3.5,Trinitario,Dominican Republic
535,Dick Taylor,Lanquin Estate,1952,2017,70%,U.S.A.,3.75,Trinitario,Guatemala
536,Dick Taylor,Tien Giang,1864,2016,78%,U.S.A.,3.5,Trinitario,Vietnam
537,Dick Taylor,Alto Beni,1634,2015,70%,U.S.A.,3.75,Criollo,Bolivia
538,Dick Taylor,Elvesia,1235,2014,74%,U.S.A.,3.5,Trinitario,Dominican Republic
539,Dick Taylor, Choc. Garage Exclusive,1034,2013,70%,U.S.A.,3.25,Forastero (Arriba),Ecuador
540,Dick Taylor,Camino Verde,1193,2013,76%,U.S.A.,3.5,Forastero (Arriba),Ecuador
541,Dick Taylor,Bolivia,895,2012,75%,U.S.A.,2.75,Trinitario,Bolivia
542,Dick Taylor,Belize,955,2012,72%,U.S.A.,2.75,Trinitario,Belize
543,Dick Taylor,Sambirano,661,2011,80%,U.S.A.,2.75,Trinitario,Madagascar
544,Dick Taylor,Sambirano,661,2011,72%,U.S.A.,3.0,Trinitario,Madagascar
545,Dick Taylor,Mantuano,682,2011,75%,U.S.A.,2.75,Criollo,Venezuela
546,Dick Taylor,La Red,769,2011,74%,U.S.A.,3.0,Trinitario,Dominican Republic
547,Dick Taylor,Ecuador,769,2011,70%,U.S.A.,3.25,Forastero (Arriba),Ecuador
548,Doble & Bignall,Puerto Cabello,1688,2015,85%,U.K.,3.0,Criollo,Venezuela
549,Doble & Bignall, Raven,1371,2014,72%,U.K.,3.25,Trinitario,Panama
550,Doble & Bignall,Puerto Cabello,1371,2014,72%,U.K.,3.25,Trinitario,Venezuela
551,Doble & Bignall,Johe,1407,2014,72%,U.K.,3.5,"Criollo, Trinitario",Nicaragua
552,Dole,O'ahu,311,2009,70%,U.S.A.,3.75,Trinitario,Hawaii
553,Dolfin,Africa,304,2008,88%,Belgium,3.0,Forastero,West Africa
555,Domori,Hacienda Victoria,1672,2015,70%,Italy,3.75,Forastero (Arriba),Ecuador
556,Domori,Ocumare 77,1672,2015,70%,Italy,3.75,Criollo (Ocumare 77),Venezuela
557,Domori,IL100,1109,2013,100%,Italy,3.0,Criollo,Venezuela
558,Domori,Morogoro,863,2012,70%,Italy,3.5,Trinitario,Tanzania
559,Domori,Guasare,863,2012,70%,Italy,3.75,Criollo,Venezuela
560,Domori,Canoabo,693,2011,70%,Italy,3.5,Criollo,Venezuela
561,Domori,Chuao,470,2010,70%,Italy,3.0,Trinitario,Venezuela
562,Domori,Carupano,227,2008,70%,Italy,3.0,Trinitario,Venezuela
563,Domori,Teyuna,272,2008,70%,Italy,3.0,Trinitario,Colombia
566,Domori,Porcelana,111,2007,70%,Italy,4.0,Criollo (Porcelana),Venezuela
567,Domori,Ocumare 61,129,2007,75%,Italy,3.25,Criollo (Ocumare 61),Venezuela
568,Domori,Granella,135,2007,60%,Italy,3.25,Trinitario,Venezuela
569,Domori,Madagascar,135,2007,70%,Italy,3.5,Trinitario,Madagascar
570,Domori,Madagared,192,2007,70%,Italy,3.5,Criollo,Madagascar
571,Domori,Java,192,2007,70%,Italy,3.75,Criollo,Indonesia
572,Domori,Ecuador,192,2007,70%,Italy,4.0,Forastero (Arriba),Ecuador
573,Domori,Ocumare 67,192,2007,70%,Italy,4.0,Criollo (Ocumare 67),Venezuela
574,Domori,Sur del Lago Classificado,87,2006,70%,Italy,3.0,Trinitario,Venezuela
575,Domori,Apurimac,87,2006,70%,Italy,3.25,Trinitario,Peru
576,Domori,Carenero Superior,87,2006,70%,Italy,3.5,Trinitario,Venezuela
577,Dormouse,Non Pariel Estate,1880,2016,75%,U.K.,2.75,Trinitario,Grenada
578,Dormouse,Rio Caribe,1672,2015,70%,U.K.,2.5,Trinitario,Venezuela
579,Dormouse, Batch 9,1676,2015,80%,U.K.,2.75,"Criollo, Trinitario",Colombia
580,Dormouse, Batch 8,1676,2015,77%,U.K.,2.75,"Criollo, Trinitario",Madagascar
581,Duffy's,Rio Dulce,1662,2015,70%,U.K.,4.0,Criollo,Guatemala
582,Duffy's,Chuno,1331,2014,70%,U.K.,3.5,Criollo,Nicaragua
583,Duffy's,Rico Rugoso,1331,2014,76%,U.K.,3.75,Criollo,Nicaragua
584,Duffy's,Ocumare,923,2012,72%,U.K.,3.75,Criollo,Venezuela
585,Duffy's,Indio Rojo,623,2011,72%,U.K.,3.75,Criollo,Honduras
586,Duffy's,Dominican Republic,661,2011,65%,U.K.,3.5,Trinitario,Dominican Republic
587,Duffy's,Bocas del Toro,697,2011,72%,U.K.,3.0,Trinitario,Panama
588,Duffy's,Nicaliso,697,2011,71%,U.K.,3.25,Criollo,Nicaragua
589,Duffy's,Ocumare,765,2011,71%,U.K.,3.5,Criollo,Venezuela
590,Duffy's,Panama,516,2010,70%,U.K.,3.5,Trinitario,Panama
591,Duffy's,Corazon del Ecuador,516,2010,72%,U.K.,3.75,Forastero (Arriba),Ecuador
592,Duffy's,Star of Ecuador,523,2010,70%,U.K.,2.5,Forastero (Arriba),Ecuador
593,Duffy's,Star of Peru,523,2010,70%,U.K.,3.75,Criollo,Peru
594,Dulcinea,Dominican Republic,1506,2015,70%,U.S.A.,3.25,Trinitario,Dominican Republic
595,Durand,Madagascar,841,2012,82%,France,2.75,Trinitario,Madagascar
596,Durci,Maranon,1626,2015,70%,U.S.A.,3.5,Nacional,Peru
597,Durci,Rio Caribe,1626,2015,70%,U.S.A.,3.5,Trinitario,Venezuela
598,Durci,Taino Secret,1630,2015,70%,U.S.A.,3.25,Trinitario,Dominican Republic
599,Durci,Carenero,1630,2015,70%,U.S.A.,3.25,Trinitario,Venezuela
600,Durci,Corona Arriba,1630,2015,70%,U.S.A.,4.0,Forastero (Arriba),Ecuador
601,East Van Roasters,Peru,1343,2014,70%,Canada,3.25,Criollo,Peru
602,East Van Roasters,Madagascar,1343,2014,70%,Canada,3.5,Trinitario,Madagascar
603,East Van Roasters,Dominican Republic,1343,2014,70%,Canada,3.75,Trinitario,Dominican Republic
604,Eau de Rose,Tumaco,1812,2016,70%,Canada,3.25,Trinitario,Colombia
605,Eau de Rose,Arauca,1812,2016,70%,Canada,3.25,Trinitario,Colombia
606,Eclat,Maranon,919,2012,72%,U.S.A.,2.75,Nacional,Peru
607,Edelmond,Porcelana,1876,2016,68%,Germany,3.0,Criollo,Venezuela
608,El Ceibo,Alto Beni,709,2011,75%,Bolivia,3.75,Criollo,Bolivia
609,El Ceibo,Alto Beni,252,2008,71%,Bolivia,2.75,Criollo,Bolivia
610,El Rey,San Joaquin,1662,2015,70%,Venezuela,3.75,Criollo,Venezuela
611,El Rey,Rio Caribe,439,2009,60.5%,Venezuela,2.75,Trinitario,Venezuela
612,El Rey,Rio Caribe,439,2009,70%,Venezuela,3.0,Trinitario,Venezuela
613,El Rey,Carenero Superior,206,2008,74%,Venezuela,2.5,Criollo,Venezuela
614,El Rey,Carenero Superior,206,2008,58%,Venezuela,2.5,Criollo,Venezuela
615,El Rey,Carenero Superior,206,2008,61%,Venezuela,3.0,Criollo,Venezuela
616,El Rey,Carenero Superior,32,2006,70%,Venezuela,2.75,Criollo,Venezuela
617,Emerald Estate,Emerald Estate,1137,2013,60%,St. Lucia,2.75,Trinitario,St. Lucia
618,Emerald Estate,Emerald Estate,1137,2013,70%,St. Lucia,3.25,Trinitario,St. Lucia
619,Emily's,Patanemo,1450,2015,79%,Japan,3.0,Criollo,Venezuela
620,Emily's,Peru,1454,2015,78%,Japan,3.5,Criollo,Peru
621,ENNA,Wampusirpi,1916,2016,75%,U.S.A.,3.25,Trinitario,Honduras
